headline,label,category
Pakistan militant group finds likely replacement after U.S. drone kills leader,0,worldnews
AMERICAN NANNY Helping Muslim Refugees Found Brutally Murdered,1,Government News
"Racist Mississippi Town Gives MLK Day A New Name, And Twitter ANNIHILATES Them For It (TWEETS)",1,News
Syria's Kurds to hold second phase of elections in north,0,worldnews
"China faces historic corruption battle, ruling party's new graft buster says",0,worldnews
"Republicans Are Working To Make It LEGAL To Injure, Kill Protesters In North Dakota",1,News
Trump recognizes 'urgency' of North Korea nuclear threat: South Korea,0,politicsNews
Trump Just Ridiculously Claimed Palestine And Israel ‘Get Along Unbelievably Well’ And Got ROASTED (VIDEO),1,News
"Sean Spicer EXPLODES At Anne Frank Center, Viciously Attacks Trump Critics (VIDEO)",1,News
Passengers on Saudi Arabia airlines allowed to bring electronics on flights to UK,0,worldnews
Minnesota lieutenant governor to replace Franken in Senate,0,politicsNews
FEEL THE BERN: This Is What Your Paycheck Will Look Like With Bernie As President,1,politics
Japan to launch crackdown on asylum seekers: Yomiuri,0,worldnews
"What’s Happening In Oregon Is TREASON, Our Founders Explicitly Wrote AGAINST Insurrection",1,News
Boiler Room EP #87,1,US_News
U.S. appeals court weighs revealing 'Bridgegate' co-conspirators,0,politicsNews
BREAKING: A HUGE DEAL! Putin Suspends Nuclear Pact With US,1,politics
Susan Sarandon Brutally Slams Trump: He’s Like ‘Your Drunk Uncle At A Wedding’ (VIDEO),1,News
AIR FORCE Whistleblower Makes EXPLOSIVE Claim About Benghazi That Could DESTROY Hillary: ‘We could have been there’ [Video],1,politics
Trump Finally Found A Book He Can ‘Read’ And The Internet Can’t Stop Laughing At Him,1,News
LIBERAL HOLLYWOOD SUFFERS Worst Summer For Movies In 25 Years,1,politics
Roadside bomb kills eight in Afghanistan: local official,0,worldnews
"Republican U.S. Senators Rubio, Lee want boost to child tax credit",0,politicsNews
Insane! Huge Financial Disaster On The Horizon With Obama’s Housing Bubble And Easy Lending In The Name Of “Fairness”,1,politics
PRESIDENT TRUMP Receives Patriots Jersey From Close Friend In White House Ceremony [VIDEO],1,politics
"DISGUSTING! DEEPLY ENTRENCHED, BIG MONEY TIES Between FBI Director James Comey And #CrookedHillary Clinton Are Revealed",1,politics
U.S. congresswoman urges Labor Department to probe Chipotle over wage theft allegations,0,politicsNews
SICK OF THE LIES FROM CNN? You’re In Luck! Today Is TURN OFF CNN Day!,1,politics
"France says U.S. sanctions on Iran, Russia look illegal",0,politicsNews
MIKE HUCKABEE SCORCHES THE PRESS: “Grow up!…Start acting like journalists” [Video],1,politics
Joe Biden: I’m Not Part Of The Party That Says ‘Well We Can’t Do It’,1,News
(VIDEO) NAACP WANTS GEORGIA CONFEDERATE MONUMENT REMOVED FROM STONE MOUNTAIN: “THOSE GUYS NEED TO GO”,1,Government News
U.N. rights team warns Mexico of 'crisis' in journalists' safety,0,worldnews
U.S. attorney general deflects lawmakers' questions on Clinton emails,0,politicsNews
The Rolling Stones Are DONE With Trump Using Their Music (VIDEO),1,News
HILARIOUS TRUMP CHRISTMAS VIDEO: “It’s The Most Wonderful Time In 8 Years” [Video],1,politics
This NRA Commercial Is So Stupid It Will Melt Your Brain (VIDEO),1,News
Trump Whines About How Divided Our Nation Is And Gets SHAMED For Being A Hypocrite,1,News
IAEA chief calls for clarity on disputed section of Iran nuclear deal,0,worldnews
'It's like kumbaya:' Trump's genial private meetings with CEOs jar with public attacks,0,politicsNews
"Britain 'unconditionally committed' to EU's security, says PM May",0,worldnews
'Is this the Trump we know?' South Koreans wax sanguine after Trump visit,0,worldnews
Senate panel votes to advance tax bill,0,politicsNews
Former CIA Director Reveals How Putin Recruited Trump To Be A Double Agent,1,News
"WHY DID CLINTON APPOINTED Judge Release EXTREMELY DANGEROUS Muslim Inmate, Former U.S. Marine Who Indoctrinated Florida Terrorist?",1,left-news
Trump Makes Daughter Ivanka Fill In Because He’s ‘Exhausted’,1,News
"Watters’ World Does The Dem Debate: “Democrats Are Idiots, And I’m A Democrat” [Video]",1,politics
WATCH: Delusional Trump Campaign Manager Makes Craziest Claim Yet To Deny Trump Is Losing,1,News
Watch Michelle Obama ROCK OUT In ‘Carpool Karaoke’ (VIDEO),1,News
"Puigdemont, other sacked Catalan leaders in Brussels: media",0,worldnews
Obama legacy imperiled as Trump weighs Supreme Court pick,0,politicsNews
"Louisiana governor urges tax hike, tapping reserves to fix budget gap",0,politicsNews
WHAAAT? DNC PLATFORM MEMBER Makes EXTREME Statement About Gun Ownership [Video],1,politics
Trump Fans Scream That John McCain Should Die Because They’re All Terrible People (TWEETS),1,News
WHOA! FOX NEWS HOST JUST BLAMED TRUMP For Violence By Domestic Terrorists Against Him And His Supporters [VIDEO],1,politics
EU leaders urge full inquiry into Malta journalist murder,0,worldnews
Little-known Republican becomes Trump liaison in Congress,0,politicsNews
"After Brexit deal crumbles, Britain's May to speak to Northern Irish party",0,worldnews
LIBERAL HUMOR? FLORIDA BAR POSTS SIGN Suggesting Well-Known Criminal Assassinate Trump [VIDEO],1,politics
Anti-Semitism Is Rapidly Rising And It’s All Thanks To Trump Supporters,1,News
FBI probes hacks targeting phones of Democratic Party officials: sources,0,politicsNews
Bangladesh says agreed with Myanmar for UNHCR to assist Rohingya's return,0,worldnews
UK's Daily Mail to pay Melania Trump damages over modeling claims,0,politicsNews
"Joe Walsh: Americans Are Too Dumb To Understand Obama, So They’re Killing Cops (VIDEO)",1,News
Watch As MSNBC Reporter Completely Humiliates Sean Spicer Over Trump’s Wiretapping B.S.,1,News
Trump’s Taj Mahal Will Be Officially Closing After Labor Day,1,News
Obama to host Colombian President Santos next week: White House,0,politicsNews
Factbox: Who's in? Who's out? China's Communist Party Central Committee,0,worldnews
HUNDREDS VOTING FROM THE GRAVE In This California County Stirs Investigation [Video],1,politics
Trump Staff Defends Shoving Breitbart Reporter By Saying They Thought She Was Liberal,1,News
Moldovan president vetoes participation in NATO country exercises,0,worldnews
"With tears and song, China welcomes Xi as great, wise leader",0,worldnews
London mayor calls on British foreign minister Johnson to resign,0,worldnews
Obamacare Officially Bans Transgender Discrimination,1,News
"Raqqa to be part of 'federal Syria', U.S.-backed militia says",0,worldnews
BREAKING: WATCH TWO PROTESTERS Crash ‘Trump Assassination’ Play in NYC: “Liberal Hate Kills!” [Video],1,politics
KKK GRAND DRAGON Endorses Hillary Clinton…Who’s The Racist Now? [Video],1,politics
Hateful Letter To Food Bank PROVES We Need Food Stamps (IMAGE),1,News
"BREAKING BOMBSHELL! Julian Assange Claims Murdered DNC Staffer May Have Been Wikileaks Source…Offers $20,000 REWARD For Info Leading To Killer [Video]",1,politics
Republican Cruz taps homeschool niche in battle for Texas,0,politicsNews
"OBAMA STARES DOWN AMERICAN SNIPER Widow Taya Kyle, As CNN Gives Her Time To Confront Him About Gun Control On Live TV [Video]",1,politics
MAD MAXINE Doubles Down On Threats Against Trump: His Supporters Are The KKK [Video],1,politics
FEDS BUST Biggest Social Security Scam Ever…Judge Among Fraudsters [Video],1,Government News
"George Takei’s Powerful Message To Liberals: It’s Time To Unite, And Here’s Why (VIDEO)",1,News
Backs against the wall: Trump victory casts pall over Mexico,0,politicsNews
OOPS! Here’s Proof The Left Used “Schlonged” When Referring To One Of Their Own In 2011 [VIDEO],1,politics
Pentagon to seek budget change to boost Islamic State fight,0,politicsNews
“HILLARY WILL BE INDICTED”,1,politics
This Christian Mom Thought It Was A Good Idea To Put Her Hateful Rap Song On The Internet (VIDEO),1,News
Spicer Says Trump Can Golf But Obama Shouldn’t Have For This Ridiculously BS Reason (VIDEO),1,News
TV Host Buys and Forgives $15m Worth of U.S. Medical Debt,1,US_News
13 killed in gang battles in two Mexican states,0,worldnews
Email privacy bill unanimously passes U.S. House,0,politicsNews
"Republican Senator Rubio will back tax bill: CNBC, citing sources",0,politicsNews
"South Africa's Ramaphosa, Dlamini-Zuma formally nominated to run for president of ANC",0,worldnews
Trump administration reverses policy on fiancés as travel ban takes effect,0,politicsNews
WHERE’S HILLARY? CLINTON SPOTTED Dining Alone,1,politics
EXPOSED! OBAMA REGIME Gave MILLIONS US Tax Dollars To RADICAL SOROS GROUPS Used To Take Down Conservative European Nation’s Government,1,politics
"BEYONCE DOUBLES DOWN…Debuts #LEMONADE, Another Race Baiting, Cop-Hating, Pro-Obama Song…With Sweet Michael Brown’s Mama and Serena Williams",1,politics
Prosecutors argue against prison time for New Jersey 'Bridgegate' mastermind,0,politicsNews
"“Thank you, President Trump”…Mother of Charlottesville Victim Releases Statement While The Left Plans Escalation of Violence [Video]",1,politics
THE JUDGE HITS THE STREETS TO ASK: Whose Fault is it That The Healthcare Bill Died? [Video],1,politics
VERY FUNNY VIDEO: SARAH PALIN ADVISES TRUMP TO SELL ENERGY INSTEAD OF BODY PARTS,1,politics
DeVos confirmed as U.S. education secretary as Pence breaks tie,0,politicsNews
Trump says strategic patience with North Korea over,0,politicsNews
Trump likely to pick Fed's Powell to lead central bank: source,0,politicsNews
Trump says he will accept election result - if he wins,0,politicsNews
UK defense minister: PM May decides on cabinet hiring and firing,0,worldnews
"Cruz returns to Washington, warns of 'volcanic anger'",0,politicsNews
China urges closer cooperation with Sri Lanka on key projects,0,worldnews
McConnell will not give timeline for Obamacare replacement,0,politicsNews
Pastor Drops MASSIVE Truth Bomb About Liberal Tolerance That Will Have Trump Lovers FUMING,1,News
U.S.-backed militias seize key oil field in east Syria: SDF,0,worldnews
"Fight night: Rubio, Cruz gang up on Trump in debate ploy",0,politicsNews
Bill proposes letting U.S. lawmakers carry guns anywhere except Capitol,0,politicsNews
“ALT-LEFT” PROFESSOR Makes Outrageous Claim: Flag-Burning Antifa ‘Preserving Fabric of America’ [Video],1,politics
IS HILLARY GOING DOWN IN FLAMES? Latest Poll Shows Her Losing Big Time Credibility With Her Most Important Voters,1,politics
U.N. experts urge Hong Kong to uphold rights of democracy activists,0,worldnews
Russia hunting four people behind huge bomb hoax campaign,0,worldnews
"WATCH: Trump’s Infantile Reference To His D*ck Size REALLY Shows Great Strength, Says Fox News",1,News
The Nerve! Clinton Claims The VA Scandal Was No Big Deal,1,politics
OBAMA PROMISED No Vacations If Elected So Check Out Your Tab For This Big Lie [Video],1,politics
McConnell optimistic of tax bill deal between Senate and House,0,politicsNews
Ted Nugent Reveals The Most Anti-American Thing There Is – Prepare To Laugh Hysterically (AUDIO),1,News
Trump says planning 'haircut' for Dodd-Frank banking regulations,0,politicsNews
FBI Director Comey’s ‘Leaked’ Memo Explains Why He’s Reopening the Clinton Email Case,1,US_News
"Key U.S. House committee approves healthcare bill, vote set for Thursday",0,politicsNews
HILLARY WORKED FEVERISHLY To Return 10 Russian Spies Operating In U.S. In Midst Of Selling 20% Of U.S. Uranium To Russia,1,politics
Demi Lovato Takes A Stand For Trans Rights At #BBMAS And It Is GLORIOUS (TWEET),1,News
TUCKER CALLS OUT College For Banning Whiteboards: “Why not ban pens?” [Video],1,politics
Donald Trump’s New Willie Horton-style Ad Could Get Latinos Killed (VIDEO),1,News
EGYPTIAN COURT SENTENCES MUSLIM BROTHERHOOD LEADER AND 13 OTHERS TO DEATH AND LEADER’S “Peaceful” U.S.-Egyptian Brother To Life In Prison,1,politics
WOW! MSNBC’S MIKA Won’t Be Too Happy About This Instagram Photo…MAGA!,1,politics
Elizabeth Warren Goes Off On Trump In Totally EPIC Series Of Tweets,1,News
Hillary Clinton: “Victory Fund” Gets Massive Cash Injection from Hedge Fund Management (Soros),1,US_News
U.S. President Trump arrives in Israel on flight from Riyadh,0,politicsNews
U.N. asks urgent reforms to end arbitrary detention in Sri Lanka,0,worldnews
"According To Employees, Trump Often Spied On Mar-A-Lago’s Guest’s Phone Calls",1,News
GOP Starts OPENLY Admitting That They Royally Screwed Themselves Over By Choosing Trump,1,News
"Hillary Boils The GOP’s Entire Problem Down To A Single, Brilliant Sentence",1,News
U.S. must suffer 'painful responses' from Iran after Trump speech: Guards chief,0,worldnews
"CLASS ACT: Watch Betsy DeVos Respond While Students At Black College Yell, Heckle, Turn Backs On Her During Commencement Speech [VIDEO]",1,politics
"Wealthy, educated voters fuel Trump's East Coast sweep",0,politicsNews
BRILLIANT! President Trump Offers Congress Hard-Line Deal On Immigration…Shines Spotlight On Democrats’ Agenda To Put Votes Before American Citizens,1,politics
Russia defense ministry delegation arrives in Pyongyang: Interfax,0,worldnews
Joy Behar Gives GOP A PAINFUL Reality Check On Why She Will NEVER Accept Trump (VIDEO),1,News
U.S. expulsion of Cuban diplomats includes all business officers,0,worldnews
OBAMA PRESSURED U.S. SHOE COMPANY To Keep Their Mouths Shut…But Now The Deal is OFF…And So Are The Gloves!,1,politics
Tennessee governor endorses Rubio in Republican presidential bid,0,politicsNews
Puerto Rico may issue delayed audited 2014 statements in April,0,politicsNews
Biden urges U.S. business in Davos to lean on anti-gay states,0,politicsNews
Meet Leftist Vogue Fashion Editor Slammed on Social Media for Politicizing #MelaniaTrump Shoes,1,left-news
"Peru's Kuczynski swears in new Cabinet, opposition signals support",0,worldnews
Texas governor signs bill to limit insurance coverage for abortions,0,politicsNews
"GA Cop Arrested, Charged With Felony Murder (VIDEO)",1,News
Former Senator Evan Bayh announces run for Senate,0,politicsNews
China's Xi tells Trump that North Korea nuclear issue must be solved via talks,0,worldnews
Scalia's death boosts legal chances for Obama's climate plan,0,politicsNews
Trump urged Senate Republicans to drop panel's Russia probe: NYT,0,politicsNews
Trump: Market has not fully digested tax cut changes,0,politicsNews
Kremlin says Paris climate deal unworkable without U.S.: RIA,0,politicsNews
Saudi Arabia condemns Trump decision to recognize Jerusalem as capital of Israel,0,worldnews
“MODERATE” MUSLIM SILENCE? Neighbors: “They Kept To Themselves…They Did Not Wear Religious Garb”…PEOPLE WHO KNEW HIM: “He Expressed Support For Terror Groups”,1,politics
